pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name
49.00,12.00,hawaiian_m,1.00,1/2/2025,15:21:25,13.25,13.25,M,Classic,Pizza Ingredients,The Hawaiian M Pizza
50.00,12.00,bbq_ckn_s,1.00,1/2/2025,21:38:59,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
51.00,13.00,bbq_ckn_s,1.00,1/2/2025,14:05:45,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
52.00,13.00,ital_supr_m,1.00,1/2/2025,18:44:04,16.50,16.50,M,Supreme,Pizza Ingredients,The Ital Supr M Pizza
53.00,14.00,thai_ckn_l,1.00,1/2/2025,21:05:21,20.75,20.75,L,Chicken,Pizza Ingredients,The Thai Ckn L Pizza
54.00,14.00,hawaiian_m,1.00,1/2/2025,17:04:24,13.25,13.25,M,Classic,Pizza Ingredients,The Hawaiian M Pizza
55.00,15.00,thai_ckn_l,1.00,1/2/2025,11:57:42,20.75,20.75,L,Chicken,Pizza Ingredients,The Thai Ckn L Pizza
56.00,16.00,bbq_ckn_s,1.00,1/2/2025,21:54:06,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
57.00,16.00,pepperoni_m,1.00,1/2/2025,16:48:07,12.50,12.50,M,Classic,Pizza Ingredients,The Pepperoni M Pizza
58.00,16.00,ital_supr_m,1.00,1/2/2025,19:05:13,16.50,16.50,M,Supreme,Pizza Ingredients,The Ital Supr M Pizza
59.00,16.00,classic_dlx_m,1.00,1/2/2025,17:51:51,16.00,16.00,M,Classic,Pizza Ingredients,The Classic Dlx M Pizza
60.00,16.00,thai_ckn_l,1.00,1/2/2025,13:56:19,20.75,20.75,L,Chicken,Pizza Ingredients,The Thai Ckn L Pizza
61.00,16.00,ital_supr_m,1.00,1/2/2025,12:35:21,16.50,16.50,M,Supreme,Pizza Ingredients,The Ital Supr M Pizza
62.00,16.00,classic_dlx_m,1.00,1/2/2025,17:34:40,16.00,16.00,M,Classic,Pizza Ingredients,The Classic Dlx M Pizza
63.00,16.00,classic_dlx_m,1.00,1/2/2025,21:49:35,16.00,16.00,M,Classic,Pizza Ingredients,The Classic Dlx M Pizza
64.00,16.00,ital_supr_m,1.00,1/2/2025,17:25:58,16.50,16.50,M,Supreme,Pizza Ingredients,The Ital Supr M Pizza
65.00,16.00,hawaiian_m,1.00,1/2/2025,11:00:04,13.25,13.25,M,Classic,Pizza Ingredients,The Hawaiian M Pizza
66.00,17.00,five_cheese_l,1.00,1/2/2025,22:30:11,18.50,18.50,L,Veggie,Pizza Ingredients,The Five Cheese L Pizza
67.00,17.00,bbq_ckn_s,1.00,1/2/2025,17:01:42,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
68.00,17.00,hawaiian_m,1.00,1/2/2025,18:32:51,13.25,13.25,M,Classic,Pizza Ingredients,The Hawaiian M Pizza
69.00,18.00,thai_ckn_l,1.00,1/2/2025,12:27:26,20.75,20.75,L,Chicken,Pizza Ingredients,The Thai Ckn L Pizza
70.00,19.00,bbq_ckn_s,1.00,1/2/2025,15:34:20,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
71.00,19.00,bbq_ckn_s,1.00,1/2/2025,17:52:15,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
72.00,19.00,thai_ckn_l,1.00,1/2/2025,11:21:26,20.75,20.75,L,Chicken,Pizza Ingredients,The Thai Ckn L Pizza
73.00,20.00,five_cheese_l,1.00,1/2/2025,20:06:14,18.50,18.50,L,Veggie,Pizza Ingredients,The Five Cheese L Pizza
74.00,20.00,mexicana_m,1.00,1/2/2025,18:06:00,16.00,16.00,M,Veggie,Pizza Ingredients,The Mexicana M Pizza
75.00,20.00,thai_ckn_l,1.00,1/2/2025,16:24:56,20.75,20.75,L,Chicken,Pizza Ingredients,The Thai Ckn L Pizza
76.00,20.00,classic_dlx_m,1.00,1/2/2025,18:35:59,16.00,16.00,M,Classic,Pizza Ingredients,The Classic Dlx M Pizza
77.00,20.00,mexicana_m,1.00,1/2/2025,20:14:35,16.00,16.00,M,Veggie,Pizza Ingredients,The Mexicana M Pizza
78.00,21.00,ital_supr_m,1.00,1/2/2025,18:36:03,16.50,16.50,M,Supreme,Pizza Ingredients,The Ital Supr M Pizza
79.00,22.00,hawaiian_m,1.00,1/2/2025,12:59:54,13.25,13.25,M,Classic,Pizza Ingredients,The Hawaiian M Pizza
80.00,23.00,thai_ckn_l,1.00,1/2/2025,19:38:44,20.75,20.75,L,Chicken,Pizza Ingredients,The Thai Ckn L Pizza
81.00,23.00,thai_ckn_l,1.00,1/2/2025,11:31:29,20.75,20.75,L,Chicken,Pizza Ingredients,The Thai Ckn L Pizza
82.00,23.00,bbq_ckn_s,1.00,1/2/2025,12:19:41,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
83.00,23.00,ital_supr_m,1.00,1/2/2025,22:54:44,16.50,16.50,M,Supreme,Pizza Ingredients,The Ital Supr M Pizza
84.00,23.00,ital_supr_m,1.00,1/2/2025,11:59:37,16.50,16.50,M,Supreme,Pizza Ingredients,The Ital Supr M Pizza
85.00,23.00,thai_ckn_l,1.00,1/2/2025,15:48:00,20.75,20.75,L,Chicken,Pizza Ingredients,The Thai Ckn L Pizza
86.00,24.00,five_cheese_l,1.00,1/2/2025,15:04:41,18.50,18.50,L,Veggie,Pizza Ingredients,The Five Cheese L Pizza
87.00,25.00,pepperoni_m,1.00,1/2/2025,16:42:01,12.50,12.50,M,Classic,Pizza Ingredients,The Pepperoni M Pizza
88.00,26.00,thai_ckn_l,1.00,1/2/2025,18:52:25,20.75,20.75,L,Chicken,Pizza Ingredients,The Thai Ckn L Pizza
89.00,26.00,mexicana_m,1.00,1/2/2025,19:06:05,16.00,16.00,M,Veggie,Pizza Ingredients,The Mexicana M Pizza
90.00,27.00,mexicana_m,1.00,1/2/2025,15:38:48,16.00,16.00,M,Veggie,Pizza Ingredients,The Mexicana M Pizza
91.00,27.00,hawaiian_m,1.00,1/2/2025,11:06:38,13.25,13.25,M,Classic,Pizza Ingredients,The Hawaiian M Pizza
92.00,27.00,thai_ckn_l,1.00,1/2/2025,15:13:12,20.75,20.75,L,Chicken,Pizza Ingredients,The Thai Ckn L Pizza
93.00,27.00,classic_dlx_m,1.00,1/2/2025,14:25:52,16.00,16.00,M,Classic,Pizza Ingredients,The Classic Dlx M Pizza
94.00,28.00,classic_dlx_m,1.00,1/2/2025,19:24:46,16.00,16.00,M,Classic,Pizza Ingredients,The Classic Dlx M Pizza
95.00,28.00,bbq_ckn_s,1.00,1/3/2025,21:30:31,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
96.00,28.00,ital_supr_m,1.00,1/3/2025,20:27:02,16.50,16.50,M,Supreme,Pizza Ingredients,The Ital Supr M Pizza
97.00,28.00,thai_ckn_l,1.00,1/3/2025,20:52:11,20.75,20.75,L,Chicken,Pizza Ingredients,The Thai Ckn L Pizza
98.00,28.00,classic_dlx_m,1.00,1/3/2025,20:00:34,16.00,16.00,M,Classic,Pizza Ingredients,The Classic Dlx M Pizza
99.00,28.00,classic_dlx_m,1.00,1/3/2025,21:30:53,16.00,16.00,M,Classic,Pizza Ingredients,The Classic Dlx M Pizza
100.00,28.00,pepperoni_m,1.00,1/3/2025,14:58:08,12.50,12.50,M,Classic,Pizza Ingredients,The Pepperoni M Pizza
101.00,29.00,bbq_ckn_s,1.00,1/3/2025,14:07:45,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
102.00,30.00,mexicana_m,1.00,1/3/2025,17:00:59,16.00,16.00,M,Veggie,Pizza Ingredients,The Mexicana M Pizza
103.00,30.00,ital_supr_m,1.00,1/3/2025,17:18:48,16.50,16.50,M,Supreme,Pizza Ingredients,The Ital Supr M Pizza
104.00,30.00,ital_supr_m,1.00,1/3/2025,22:53:25,16.50,16.50,M,Supreme,Pizza Ingredients,The Ital Supr M Pizza
105.00,31.00,pepperoni_m,1.00,1/3/2025,17:27:28,12.50,12.50,M,Classic,Pizza Ingredients,The Pepperoni M Pizza
106.00,31.00,bbq_ckn_s,1.00,1/3/2025,14:06:27,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
107.00,32.00,pepperoni_m,1.00,1/3/2025,16:43:34,12.50,12.50,M,Classic,Pizza Ingredients,The Pepperoni M Pizza
108.00,32.00,thai_ckn_l,1.00,1/3/2025,17:40:17,20.75,20.75,L,Chicken,Pizza Ingredients,The Thai Ckn L Pizza
109.00,32.00,hawaiian_m,1.00,1/3/2025,11:19:02,13.25,13.25,M,Classic,Pizza Ingredients,The Hawaiian M Pizza
110.00,33.00,pepperoni_m,1.00,1/3/2025,17:16:57,12.50,12.50,M,Classic,Pizza Ingredients,The Pepperoni M Pizza
111.00,34.00,thai_ckn_l,1.00,1/3/2025,22:57:10,20.75,20.75,L,Chicken,Pizza Ingredients,The Thai Ckn L Pizza
112.00,35.00,ital_supr_m,1.00,1/3/2025,13:43:43,16.50,16.50,M,Supreme,Pizza Ingredients,The Ital Supr M Pizza
113.00,35.00,bbq_ckn_s,1.00,1/3/2025,11:34:23,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
114.00,35.00,classic_dlx_m,1.00,1/3/2025,21:00:47,16.00,16.00,M,Classic,Pizza Ingredients,The Classic Dlx M Pizza
115.00,35.00,bbq_ckn_s,1.00,1/3/2025,16:45:21,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
116.00,35.00,five_cheese_l,1.00,1/3/2025,21:38:23,18.50,18.50,L,Veggie,Pizza Ingredients,The Five Cheese L Pizza
117.00,36.00,bbq_ckn_s,1.00,1/3/2025,20:31:48,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
118.00,36.00,ital_supr_m,1.00,1/3/2025,19:10:12,16.50,16.50,M,Supreme,Pizza Ingredients,The Ital Supr M Pizza
119.00,36.00,classic_dlx_m,1.00,1/3/2025,22:51:49,16.00,16.00,M,Classic,Pizza Ingredients,The Classic Dlx M Pizza
120.00,37.00,thai_ckn_l,1.00,1/3/2025,17:44:58,20.75,20.75,L,Chicken,Pizza Ingredients,The Thai Ckn L Pizza
121.00,38.00,five_cheese_l,1.00,1/3/2025,13:52:10,18.50,18.50,L,Veggie,Pizza Ingredients,The Five Cheese L Pizza
122.00,38.00,classic_dlx_m,1.00,1/3/2025,14:58:41,16.00,16.00,M,Classic,Pizza Ingredients,The Classic Dlx M Pizza
123.00,38.00,classic_dlx_m,1.00,1/3/2025,19:44:19,16.00,16.00,M,Classic,Pizza Ingredients,The Classic Dlx M Pizza
124.00,38.00,hawaiian_m,1.00,1/3/2025,11:04:38,13.25,13.25,M,Classic,Pizza Ingredients,The Hawaiian M Pizza
125.00,38.00,five_cheese_l,1.00,1/3/2025,16:12:51,18.50,18.50,L,Veggie,Pizza Ingredients,The Five Cheese L Pizza
126.00,38.00,bbq_ckn_s,1.00,1/3/2025,13:38:25,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
127.00,38.00,bbq_ckn_s,1.00,1/3/2025,21:22:18,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
128.00,38.00,mexicana_m,1.00,1/3/2025,18:04:44,16.00,16.00,M,Veggie,Pizza Ingredients,The Mexicana M Pizza
129.00,38.00,bbq_ckn_s,1.00,1/3/2025,18:10:33,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
130.00,39.00,hawaiian_m,1.00,1/3/2025,18:58:17,13.25,13.25,M,Classic,Pizza Ingredients,The Hawaiian M Pizza
131.00,39.00,hawaiian_m,1.00,1/3/2025,14:49:35,13.25,13.25,M,Classic,Pizza Ingredients,The Hawaiian M Pizza
132.00,39.00,mexicana_m,1.00,1/3/2025,14:13:53,16.00,16.00,M,Veggie,Pizza Ingredients,The Mexicana M Pizza
133.00,39.00,bbq_ckn_s,1.00,1/3/2025,16:47:14,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
134.00,39.00,pepperoni_m,1.00,1/3/2025,16:39:11,12.50,12.50,M,Classic,Pizza Ingredients,The Pepperoni M Pizza
135.00,39.00,classic_dlx_m,1.00,1/3/2025,18:54:35,16.00,16.00,M,Classic,Pizza Ingredients,The Classic Dlx M Pizza
136.00,40.00,mexicana_m,1.00,1/3/2025,20:47:23,16.00,16.00,M,Veggie,Pizza Ingredients,The Mexicana M Pizza
137.00,40.00,hawaiian_m,1.00,1/3/2025,11:14:10,13.25,13.25,M,Classic,Pizza Ingredients,The Hawaiian M Pizza
138.00,41.00,bbq_ckn_s,1.00,1/3/2025,22:24:33,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
139.00,41.00,classic_dlx_m,1.00,1/3/2025,17:47:14,16.00,16.00,M,Classic,Pizza Ingredients,The Classic Dlx M Pizza
140.00,42.00,ital_supr_m,1.00,1/3/2025,19:44:02,16.50,16.50,M,Supreme,Pizza Ingredients,The Ital Supr M Pizza
141.00,43.00,ital_supr_m,1.00,1/4/2025,21:03:20,16.50,16.50,M,Supreme,Pizza Ingredients,The Ital Supr M Pizza
142.00,43.00,pepperoni_m,1.00,1/4/2025,18:18:17,12.50,12.50,M,Classic,Pizza Ingredients,The Pepperoni M Pizza
143.00,44.00,bbq_ckn_s,1.00,1/4/2025,16:51:13,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
144.00,44.00,thai_ckn_l,1.00,1/4/2025,22:02:19,20.75,20.75,L,Chicken,Pizza Ingredients,The Thai Ckn L Pizza
145.00,44.00,bbq_ckn_s,1.00,1/4/2025,13:32:00,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
146.00,44.00,classic_dlx_m,1.00,1/4/2025,11:57:50,16.00,16.00,M,Classic,Pizza Ingredients,The Classic Dlx M Pizza
147.00,44.00,hawaiian_m,1.00,1/4/2025,17:29:35,13.25,13.25,M,Classic,Pizza Ingredients,The Hawaiian M Pizza
148.00,44.00,pepperoni_m,1.00,1/4/2025,14:23:23,12.50,12.50,M,Classic,Pizza Ingredients,The Pepperoni M Pizza
149.00,44.00,five_cheese_l,1.00,1/4/2025,19:07:25,18.50,18.50,L,Veggie,Pizza Ingredients,The Five Cheese L Pizza
150.00,44.00,thai_ckn_l,1.00,1/4/2025,20:36:54,20.75,20.75,L,Chicken,Pizza Ingredients,The Thai Ckn L Pizza
151.00,44.00,hawaiian_m,1.00,1/4/2025,16:08:52,13.25,13.25,M,Classic,Pizza Ingredients,The Hawaiian M Pizza
152.00,44.00,mexicana_m,1.00,1/4/2025,21:49:14,16.00,16.00,M,Veggie,Pizza Ingredients,The Mexicana M Pizza
153.00,44.00,ital_supr_m,1.00,1/4/2025,20:47:23,16.50,16.50,M,Supreme,Pizza Ingredients,The Ital Supr M Pizza
154.00,45.00,five_cheese_l,1.00,1/4/2025,13:08:29,18.50,18.50,L,Veggie,Pizza Ingredients,The Five Cheese L Pizza
155.00,46.00,thai_ckn_l,1.00,1/4/2025,12:29:45,20.75,20.75,L,Chicken,Pizza Ingredients,The Thai Ckn L Pizza
156.00,47.00,pepperoni_m,1.00,1/4/2025,12:31:10,12.50,12.50,M,Classic,Pizza Ingredients,The Pepperoni M Pizza
157.00,48.00,hawaiian_m,1.00,1/4/2025,19:57:14,13.25,13.25,M,Classic,Pizza Ingredients,The Hawaiian M Pizza
158.00,48.00,pepperoni_m,1.00,1/4/2025,22:05:22,12.50,12.50,M,Classic,Pizza Ingredients,The Pepperoni M Pizza
159.00,48.00,hawaiian_m,1.00,1/4/2025,12:59:18,13.25,13.25,M,Classic,Pizza Ingredients,The Hawaiian M Pizza
160.00,48.00,bbq_ckn_s,1.00,1/4/2025,17:41:10,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
161.00,49.00,hawaiian_m,1.00,1/4/2025,14:47:09,13.25,13.25,M,Classic,Pizza Ingredients,The Hawaiian M Pizza
162.00,50.00,classic_dlx_m,1.00,1/4/2025,12:16:01,16.00,16.00,M,Classic,Pizza Ingredients,The Classic Dlx M Pizza
163.00,51.00,five_cheese_l,1.00,1/4/2025,14:06:38,18.50,18.50,L,Veggie,Pizza Ingredients,The Five Cheese L Pizza
164.00,51.00,thai_ckn_l,1.00,1/4/2025,19:30:24,20.75,20.75,L,Chicken,Pizza Ingredients,The Thai Ckn L Pizza
165.00,51.00,thai_ckn_l,1.00,1/4/2025,21:36:44,20.75,20.75,L,Chicken,Pizza Ingredients,The Thai Ckn L Pizza
166.00,52.00,bbq_ckn_s,1.00,1/4/2025,21:01:41,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
167.00,52.00,pepperoni_m,1.00,1/4/2025,15:50:42,12.50,12.50,M,Classic,Pizza Ingredients,The Pepperoni M Pizza
168.00,53.00,five_cheese_l,1.00,1/4/2025,11:45:39,18.50,18.50,L,Veggie,Pizza Ingredients,The Five Cheese L Pizza
169.00,53.00,mexicana_m,1.00,1/4/2025,15:56:02,16.00,16.00,M,Veggie,Pizza Ingredients,The Mexicana M Pizza
170.00,54.00,thai_ckn_l,1.00,1/4/2025,20:39:00,20.75,20.75,L,Chicken,Pizza Ingredients,The Thai Ckn L Pizza
171.00,54.00,bbq_ckn_s,1.00,1/4/2025,21:07:37,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
172.00,54.00,hawaiian_m,1.00,1/4/2025,16:06:45,13.25,13.25,M,Classic,Pizza Ingredients,The Hawaiian M Pizza
173.00,54.00,pepperoni_m,1.00,1/4/2025,20:59:30,12.50,12.50,M,Classic,Pizza Ingredients,The Pepperoni M Pizza
174.00,54.00,ital_supr_m,1.00,1/4/2025,18:27:13,16.50,16.50,M,Supreme,Pizza Ingredients,The Ital Supr M Pizza
175.00,55.00,classic_dlx_m,1.00,1/4/2025,14:18:51,16.00,16.00,M,Classic,Pizza Ingredients,The Classic Dlx M Pizza
176.00,55.00,five_cheese_l,1.00,1/4/2025,14:04:54,18.50,18.50,L,Veggie,Pizza Ingredients,The Five Cheese L Pizza
177.00,55.00,hawaiian_m,1.00,1/4/2025,19:29:06,13.25,13.25,M,Classic,Pizza Ingredients,The Hawaiian M Pizza
178.00,56.00,classic_dlx_m,1.00,1/4/2025,15:38:02,16.00,16.00,M,Classic,Pizza Ingredients,The Classic Dlx M Pizza
179.00,57.00,five_cheese_l,1.00,1/4/2025,14:50:17,18.50,18.50,L,Veggie,Pizza Ingredients,The Five Cheese L Pizza
180.00,57.00,pepperoni_m,1.00,1/4/2025,16:01:06,12.50,12.50,M,Classic,Pizza Ingredients,The Pepperoni M Pizza
181.00,58.00,pepperoni_m,1.00,1/4/2025,20:51:10,12.50,12.50,M,Classic,Pizza Ingredients,The Pepperoni M Pizza
182.00,58.00,hawaiian_m,1.00,1/4/2025,18:51:17,13.25,13.25,M,Classic,Pizza Ingredients,The Hawaiian M Pizza
183.00,58.00,bbq_ckn_s,1.00,1/4/2025,17:56:20,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
184.00,59.00,mexicana_m,1.00,1/4/2025,11:34:50,16.00,16.00,M,Veggie,Pizza Ingredients,The Mexicana M Pizza
185.00,60.00,ital_supr_m,1.00,1/4/2025,21:37:01,16.50,16.50,M,Supreme,Pizza Ingredients,The Ital Supr M Pizza
186.00,61.00,bbq_ckn_s,1.00,1/5/2025,22:20:07,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
187.00,62.00,pepperoni_m,1.00,1/5/2025,22:12:42,12.50,12.50,M,Classic,Pizza Ingredients,The Pepperoni M Pizza
188.00,62.00,hawaiian_m,1.00,1/5/2025,13:36:26,13.25,13.25,M,Classic,Pizza Ingredients,The Hawaiian M Pizza
189.00,62.00,mexicana_m,1.00,1/5/2025,11:15:02,16.00,16.00,M,Veggie,Pizza Ingredients,The Mexicana M Pizza
190.00,62.00,bbq_ckn_s,1.00,1/5/2025,18:40:59,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
191.00,62.00,pepperoni_m,1.00,1/5/2025,13:33:14,12.50,12.50,M,Classic,Pizza Ingredients,The Pepperoni M Pizza
192.00,62.00,bbq_ckn_s,1.00,1/5/2025,16:15:35,12.75,12.75,S,Chicken,Pizza Ingredients,The Bbq Ckn S Pizza
193.00,63.00,ital_supr_m,1.00,1/5/2025,20:24:36,16.50,16.50,M,Supreme,Pizza Ingredients,The Ital Supr M Pizza
